subscriber_count,video_count,total_views,avg_likes_per_video,avg_comments_per_video,channel_age_days,has_custom_thumbnail,has_description,uploads_per_month,engagement_rate,is_fake
2078,310,111136,15,3,1104,1,1,2.2,12.71,0
144,16,440,0,2,179,1,1,0.6,0.59,1
82,1,18,4,8,221,1,0,0.3,2.81,1
561477,85,127643,170,5,2608,1,1,1.7,7.91,0
208,21,1672,14,22,327,0,1,2.0,4.91,1
62187,66,149802,232,6,1205,1,0,2.2,15.0,0
181,4,209,10,3,337,0,1,1.7,1.99,1
1925,7,31702,558,19,1309,0,1,6.5,7.57,0
32,57,32451,10,14,1670,1,1,1.5,15.0,0
22,27,88,1,0,103,1,0,0.1,3.79,1
87649,4,36767,15,40,930,1,1,2.2,12.28,0
9,48,1012,3,0,504,1,1,2.3,0.44,1
106,922,123328,73,0,161,1,0,7.2,7.33,0
101,18,100,7,69,577,1,1,1.6,9.02,0
57,12,26621,79,11,2070,1,1,4.4,4.79,0
291,173,3284,2,1,1463,1,1,1.3,12.69,0
1485,44,60645,7,6,1487,1,1,6.3,15.0,0
44355,1155,1284,16,3,2119,1,1,5.8,15.0,0
39,6,7751,2,5,87,0,1,1.5,0.64,1
35167,17,30194,14,2,2297,1,1,1.5,4.01,0
326,35,41044,8,6,857,1,1,3.5,4.5,0
2026,14,17338,162,28,1016,1,1,3.8,14.43,0
4,143,5336,6,2,191,0,0,0.2,1.75,1
134,19,68,0,0,468,0,0,1.1,1.25,1
65,20,1566,0,8,420,0,1,4.8,5.0,1
5,2,65,1,4,278,0,1,0.0,0.32,1
191,24,11,5,0,738,0,0,0.8,0.14,1
1199,806,50559,18,76,1984,1,0,0.9,3.05,0
542,1,6117,30,6,2288,1,1,3.8,5.89,0
725,312,54,2,8,138,0,1,0.2,2.09,1
7655,44,1795,5,2,1578,1,1,6.2,14.94,0
19,1,11,0,71,98,1,1,0.5,0.13,1
6157,1,39390,57,2,1474,1,1,3.2,6.45,0
1294,30,803,4,1,82,1,0,1.0,2.58,1
694,114,100,22,8,2284,1,1,2.6,10.4,0
193850,125,2631,25,1,1027,1,1,1.0,6.74,0
20,19,5343,6,2,683,1,1,0.3,1.5,1
673,2,12159,0,0,97,0,1,1.5,0.63,1
2077,14,47390,44,4,2598,1,1,5.6,2.42,0
24,3,1171,3,8,297,1,0,8.4,0.25,1
372,49,698,213,117,2567,1,1,1.7,7.37,0
2147,68,24141,37,1,2277,1,1,1.3,10.76,0
329,9,5560,1455,3,2242,1,1,2.5,6.14,0
72,10,5027,2,0,220,1,1,0.5,0.78,1
158,36,71,0,0,77,0,0,1.7,0.58,1
1646,305,63648,90,13,1045,1,1,2.5,15.0,0
285,1,1763,0,12,394,1,0,0.8,0.03,1
759,14,230,2,0,325,1,0,2.2,1.61,1
113,26,1953,64,10,56,1,1,1.5,12.17,0
19,57,316722,148,8,2165,1,1,3.8,10.34,0
1090,3,56402,1,5,988,0,1,2.9,3.61,0
2732,4,5281,3,1,167,0,1,1.4,4.58,1
2633,40,4109085,108,1,1795,1,1,0.6,8.01,0
10148,773,539185,14,7,1565,1,1,3.1,12.24,0
5712,158,215243,15,17,1860,1,1,2.5,6.55,0
435,437,1917379,44,2,1014,1,1,1.1,1.22,0
736,5,70,1,88,74,0,1,2.6,3.68,1
21,28,39,5,0,43,1,1,6.1,4.54,1
17,60,61,4,0,46,1,1,1.6,2.18,1
23116,19,80308,13,27,1871,1,1,2.6,5.06,0
10799,128,1040,41,1,1413,1,1,1.1,15.0,0
4,94,48585,2,0,131,0,1,2.7,0.57,1
249,38,417,35,43,1290,1,1,3.9,1.89,0
10803,58,123260,9,2,1249,1,1,2.6,4.58,0
218,474,28642,39,105,823,1,1,5.0,2.22,0
425,12,1993,2,2,68,1,1,0.2,3.64,1
43031,679,538253,69,5,845,1,1,2.3,6.37,0
2114,11,499378,10,0,1150,1,1,5.4,8.41,0
496,206,4619,0,4,6,1,1,3.3,0.89,1
4305,4,2503,1,8,1525,0,0,1.9,3.48,0
3,12,40,0,0,1,1,1,4.1,1.6,1
11253,36,427904,2,9,158,1,1,0.8,4.01,0
92,24,6735,50,0,2215,1,1,5.8,15.0,0
805,8,778571,31,1,1469,1,1,8.7,9.38,0
143,92,1462,3,17,668,1,1,2.3,15.0,0
18840,2276,4208,22,5,1599,1,1,4.2,4.26,0
1144,188,720428,2,8,1008,1,1,10.5,15.0,0
533,1,2124,69,117,2015,1,1,1.4,8.85,0
1283,8,670,0,0,370,0,0,0.4,0.66,1
4,11,1004,0,13,34,0,0,0.7,1.57,1
435,339,5635,5,8,30,1,1,1.8,4.63,0
1,23,7975,22,1,1863,1,1,3.8,11.03,0
110,56,9070,3,0,58,1,1,0.3,1.6,1
10840,112,668355,4,8,2445,1,1,0.9,2.33,0
757,2141,8829752,142,3,418,1,1,0.9,5.48,0
27,7,6,0,0,178,1,1,2.1,0.07,1
2,27,1549,10,2,213,0,1,2.1,2.99,1
752,75,13,0,3,83,1,0,2.9,4.28,1
48,75,934,22,0,306,0,1,1.0,0.74,1
10076,34,15707,20,7,1248,1,1,3.9,15.0,0
87,196,454039,19,3,738,1,1,4.3,12.43,0
357,79,346590,32,8,959,1,1,6.9,5.06,0
113,42,136,0,0,153,1,1,0.2,0.46,1
1,1005,1125,10,3,2154,1,1,2.2,2.25,0
706,46,20835,4,1,66,0,1,4.3,0.39,1
3266,186,31321,23,14,953,1,1,2.5,14.21,0
423,43,26058,1,2,2436,1,1,1.6,7.07,0
170,6,592,52,60,2155,1,1,1.6,8.52,0
23028,109,12217,12,8,577,1,1,1.3,1.06,0
225,16,397,11,1,284,1,1,1.4,2.98,1
148,57,13865,11,9,2071,1,1,2.1,10.02,0
1690,123,140942,7,11,1949,1,1,1.4,9.43,0
115,51,22431,141,32,1417,1,1,1.5,15.0,0
97,113,2850,16,2,182,0,1,1.0,1.94,1
80,20,9,0,0,30,0,1,2.0,0.19,1
72,28,23,1,0,48,0,0,4.5,1.0,1
172,21,537,3,0,866,1,1,0.1,0.58,1
126456,164,13696,116,4,1931,1,1,4.8,14.32,0
30,16,202,0,26,511,1,1,2.8,1.28,1
638,356,8359,3,5,1364,1,1,6.0,8.61,0
362210,4,998,12,2,1595,1,1,3.2,3.38,0
159,3,12,1,0,12,0,1,2.9,1.51,1
2663,19,2278,17,60,1436,1,1,2.4,7.22,0
98,8,5384886,96,16,1487,1,1,2.4,15.0,0
37172,59,66604,22,1,1522,1,1,3.7,6.42,0
3758,94,5194,706,21,1438,0,1,4.6,6.18,0
59,3,7,0,0,56,0,1,0.6,2.28,1
3611,168,308419,5,1,493,1,1,2.1,15.0,0
35,14,131,0,0,53,1,1,2.2,0.84,1
5,0,3298,1,0,118,0,1,2.0,0.71,1
1,41,2379,2,2,497,1,0,3.3,0.81,1
33491,35,11969,2,8,293,1,0,0.1,0.56,1
2103,11,395022,105,26,2699,1,0,8.3,15.0,0
1020,15,2597817,4,1,896,1,1,21.5,13.9,0
2122,9,14699,109,19,1457,1,1,2.4,4.67,0
198,52,7428,1,5,420,1,1,3.7,12.18,0
4853,89,534,7,17,998,1,1,1.9,5.67,0
4,8,327,1,8,207,0,1,4.7,0.78,1
4,31,8031,0,5,48,0,0,0.7,0.22,1
423,73,78856,3,0,147,1,1,4.5,0.01,1
508,3,35274,7,4,275,1,1,1.0,0.35,1
58,409,2109264,1,3,2878,1,0,2.9,1.55,0
34,3,5417,1,0,49,0,0,1.1,2.01,1
59,211,109037,14,11,1067,1,1,4.0,5.01,0
551,13,5853,1,3,63,1,1,0.1,2.53,1
1259,55,300,121,8,587,1,1,5.7,13.89,0
7,24,411,14,87,187,1,1,2.0,0.19,1
23595,6,816,2,4,1039,1,1,3.3,4.87,0
132,137,61439,31,9,1472,1,1,7.4,12.42,0
42,5,7103,3,0,91,1,1,1.1,1.31,1
819,6,35883,100,6,1385,1,1,7.0,11.73,0
48,134,253671,7,45,1641,1,1,2.1,5.89,0
233,107,255,0,2,426,1,0,2.4,2.88,1
2238,167,1424,36,4,1642,1,1,2.4,7.53,0
8,943,458516,3,6,1060,1,1,2.9,8.45,0
635,3,13,9,3,225,0,0,0.0,0.24,1
1003,232,30670,45,7,1033,1,1,3.2,15.0,0
2658,10,23092,59,5,30,1,1,7.8,7.33,0
2656,5,2205,0,0,181,0,0,4.7,1.14,1
267,4,6831,95,4,527,1,1,6.5,0.88,1
138,156,2,1,0,218,0,1,1.9,1.65,1
86,134,59137,1,0,15,1,0,1.5,0.6,1
307,3,253382,12,3,376,1,1,0.6,14.73,0
245,103,22650,1,1,102,0,1,1.1,0.07,1
249,87,159694,17,0,1594,1,1,3.6,8.39,0
65,2,82,1,3,320,1,0,3.8,0.35,1
5,42,170219,135,2,30,1,1,1.1,3.96,0
17,60,6738,4,0,397,1,0,4.6,0.1,1
319,1,36,2,1,70,1,1,2.9,3.93,1
578,126,636,3,25,1449,0,1,1.1,8.22,0
9513,10,2281331,23,41,138,1,1,6.7,2.34,0
6,5,2253,2,7,206,0,1,0.0,4.24,1
27,40,233,2,5,554,0,1,3.4,5.0,1
10401,32,48352,21,19,1659,1,1,6.5,8.82,0
22,0,352,0,0,662,0,0,0.6,4.62,1
21,0,10,0,0,420,1,1,4.5,0.72,1
29,4,0,6,0,655,1,0,1.6,2.74,1
7,139,105,21,1,2133,1,1,7.5,12.35,0
536,12,897,8,36,1364,1,1,5.2,4.22,0
6,14,120,7,0,111,0,1,3.6,0.3,1
3037,150,7670,101,119,497,1,1,2.4,9.99,0
22,3,53,8,0,35,1,0,4.2,4.07,1
152,254,859560,3,28,3094,1,1,15.5,15.0,0
65,85,102636,10,8,2929,1,1,0.6,1.93,0
37,29,15482,0,1,7,0,1,0.1,0.92,1
66,312,2190,15,62,856,1,1,2.6,4.12,0
89,22,23,26,5,6,1,0,3.6,2.34,1
17,0,409,2,0,168,1,1,1.7,5.0,1
74,26,4644,1,1,139,1,0,0.2,0.95,1
403,10,26744,6,9,2179,1,1,3.7,6.8,0
275,475,7590,7,7,980,1,1,1.6,6.73,0
865,74,88478,35,27,142,1,0,0.4,1.57,1
5983,86,767,51,1,1294,1,1,3.9,0.93,0
781,3,602817,0,2,26,0,0,0.6,0.85,1
4,0,6975,1,7,408,1,1,0.2,1.26,1
8116,33,218,2,6,2886,0,1,3.0,7.52,0
12,1125,483,0,0,190,1,1,1.2,1.58,1
66,8,57,2,9,292,1,0,1.3,2.02,1
2643,341,586801,98,1,1661,1,1,2.8,6.43,0
158,82,14747,6,22,1417,1,1,7.3,9.3,0
15,0,39153,4,2,187,1,0,0.6,4.04,1
29,6,128,2,2,262,0,0,4.2,1.9,1
6,5,1506,15,1,374,0,1,2.9,5.0,1
2341,5,19,1,0,39,0,1,0.9,5.0,1
63,18,7181,94,0,149,1,1,0.4,3.58,1
4447,85,100,104,2,1210,1,1,5.7,1.4,0
123,46,49375,63,17,2150,1,1,1.0,8.41,0
28,28,7370963,13,2,112,1,0,0.1,1.34,1
876,1,1474,123,8,1823,1,1,3.4,11.7,0
337,131,930,1,0,311,1,1,0.3,2.92,1
408,77,2371,248,6,1759,1,1,1.2,2.74,0
9,7,226,6,1,363,1,1,1.3,5.0,1
205,140,336736,116,52,1377,0,1,4.2,3.14,0
1119,695,1056,2,1,320,1,1,4.1,15.0,0
238,43,121673,8,10,1701,1,0,4.5,11.72,0
205,1,8335,18,0,32,0,0,1.5,5.0,1
11,5,1001,20,0,139,0,1,0.6,0.43,1
3522,1410,70716,6,5,1335,1,1,0.8,12.66,0
4570,24,100,32,29,1586,1,0,4.7,3.52,0
542,497,44131,19,17,1862,1,0,5.3,4.26,0
9,2,1948,1,3,367,0,1,2.7,0.99,1
15059,19,394360,0,1,915,1,1,1.1,9.85,0
145,1,8,28,1,614,1,0,0.5,0.32,1
120,31,14352,7,21,2079,1,1,1.7,2.92,0
10919,238,261,723,10,1904,1,1,1.6,15.0,0
21,13,133783,43,48,1017,1,1,4.6,6.14,0
4640,21,1143097,9,23,2225,1,1,6.3,11.65,0
107,0,2712,2,0,744,0,1,5.7,0.89,1
849,16,7112,8,0,214,1,0,1.1,3.06,1
229,11,2440,104,3,1124,1,1,2.5,5.05,0
1051,167,1746476,18,0,444,1,1,4.8,5.58,0
1170,25,233622,2,0,758,0,1,0.9,14.26,0
39,516,1052668,83,1,1646,1,1,4.2,15.0,0
323,12,347,0,1,62,1,1,0.3,1.28,1
5,16,18,47,0,106,1,1,0.9,0.42,1
10155,590,436,231,11,1347,1,0,8.3,12.86,0
680,21,53,0,1,136,1,1,0.3,5.0,1
373,4,1105,2,6,251,0,0,1.3,2.06,1
7760,8,1102355,151,0,1241,1,1,1.3,7.91,0
58,6,3140,1,0,8,0,1,0.0,1.62,1
146,9,31954,5,136,1420,1,1,8.9,3.56,0
326,9,53,7,1,57,0,1,0.7,0.96,1
6925,5,5942978,4,7,1219,1,1,2.8,6.63,0
564,876,100,13,53,924,1,1,3.0,15.0,0
22,1993,311,59,26,2197,1,1,0.8,4.95,0
14,2,52,8,0,530,0,0,0.8,5.0,1
29,63,1343642,15,2,944,1,0,9.2,2.51,0
46197,41,9918,47,2,1027,1,1,6.9,10.36,0
214,892,138561,42,6,1562,1,1,1.1,9.41,0
514,60,51437,3,5,1327,1,0,1.6,0.45,0
84,5,77812,50,0,72,1,0,1.1,3.36,1
2326,690,58458,26,11,1396,1,0,6.5,12.09,0
58,8,68,1,0,452,1,0,0.3,0.11,1
53,5,21421,55,6,472,1,1,1.0,1.21,1
1197,103,161,33,0,723,1,0,1.6,0.6,1
1318,27,895738,132,9,756,1,1,2.6,15.0,0
155,239,47,8,2,76,1,1,0.2,4.41,1
504,20,5095,3,2,2975,1,1,14.2,11.91,0
11231,28,4067,7,43,1858,1,1,1.8,15.0,0
1942,14,24641,2,1,3217,1,1,5.4,15.0,0
650,95,203,303,4,2217,0,1,11.0,15.0,0
0,370,817,1,0,428,1,1,0.8,0.06,1
9754,30,79304,18,3,625,1,1,1.2,8.07,0
18469,25,921533,7,4,1976,1,1,3.7,1.24,0
159,20,46153,7,5,1,0,1,0.3,2.21,1
9205,27,28759,15,9,424,1,0,1.6,15.0,0
285,13,310749,42,1,1234,0,1,8.0,6.01,0
2,4,2354,16,0,311,1,1,0.4,0.53,1
488,41,526086,29,17,683,1,1,2.5,8.84,0
36,8,151,2,6,112,0,1,2.6,1.0,1
6,1,2185,1,5,373,0,1,1.3,3.1,1
1400,672,621,44,10,176,1,1,0.9,1.47,0
673,0,661,0,1,33,1,0,1.0,5.0,1
18,19,2,14,5,324,1,1,0.8,0.11,1
17,15,353,1,0,232,1,1,3.3,0.68,1
1088,22,7129,11,2,1150,1,1,0.8,5.0,1
1623,15,3370,16,0,181,0,0,1.3,2.73,1
19,69,2313,5,1,2929,1,1,10.6,5.86,0
62,2,1731,1,0,445,1,0,2.2,0.58,1
56034,39,172576,2,6,1118,1,1,13.7,12.21,0
27,19,168549,20,8,876,1,1,1.1,15.0,0
30302,116,52237,10,3,2614,1,0,1.6,10.34,0
141,41,93421,54,8,2729,0,1,4.5,15.0,0
34,6,32,0,1,57,0,0,5.1,0.8,1
209,412,502,96,15,1672,0,0,1.9,10.45,0
1299,35,820340,16,4,2638,1,1,1.4,6.06,0
4575,65,367924,36,13,2282,1,1,2.4,4.72,0
3,122,13,8,0,162,1,1,1.2,5.0,1
160,184,228230,5,1,405,1,1,3.9,1.82,1
1129,192,216243,77,12,978,1,1,2.4,13.42,0
5572,349,1147942,23,5,1695,1,1,5.3,1.02,0
74,1201,51611489,51,0,1247,1,1,4.7,14.38,0
109,63,148,5,21,299,1,1,4.9,0.17,1
21,33,276,0,0,311,0,1,1.9,0.29,1
496,23,4804,0,0,650,1,1,3.8,0.02,1
54,5,78,2,0,78,0,0,2.6,0.02,1
1,10,1580752,6,3,58,1,1,0.8,1.7,1
44886,55,105531,38,2,2140,1,1,4.8,13.7,0
971,15,2016,9,11,2182,1,1,3.2,12.86,0
1043,144,23721,26,7,1550,1,1,2.3,12.59,0
20873,51,1647,5,11,759,1,1,4.4,15.0,0
0,25,4402,2,2,274,0,0,2.4,0.81,1
17,0,1,30,5,415,0,0,1.3,0.8,1
31239,187,1369,62,12,694,1,0,2.9,14.24,0
11,0,4534,0,2,385,0,0,2.2,3.27,1
4,0,1,0,5,895,1,1,1.6,0.55,1
679,67,5344,41,3,794,1,1,0.3,15.0,0
304,0,541,0,4,153,0,0,0.1,2.5,1
136957,7,660,34,6,1331,1,1,1.2,15.0,0
1055,26,15401,10,3,30,1,1,14.7,10.29,0
562,22,260511,1,11,2749,1,1,1.0,8.15,0
17,1,191766,63,10,713,1,0,3.8,0.13,1
45,1,448,1,0,562,0,1,0.3,0.26,1
33168,240,6197,49,1,1816,1,1,0.6,2.99,0
282,31,2704,31,46,1465,1,1,1.7,4.94,0
172,5,1048,17,10,2380,1,1,0.7,15.0,0
2409,64,4582,5,2,1885,1,1,5.7,8.33,0
7,41,102,1,0,89,0,1,0.5,4.56,1
11,4,189,0,4,990,1,0,2.3,0.84,1
9164,959,23582525,36,35,474,1,1,3.5,2.95,0
1301,83,100,8,14,1762,0,1,1.0,8.37,0
187,37,86902,18,5,42,1,1,0.3,3.66,1
105,14,1953,0,0,217,0,0,0.4,0.01,1
5695,7,2614,15,15,1833,1,1,1.7,15.0,0
1,217,3303,0,6,768,0,1,2.5,0.46,1
3702,21,23698,32,4,1444,1,1,3.5,8.66,0
200,1,139,2,1,33,1,1,0.2,0.35,1
13725,3,4843,25,18,1303,1,1,4.2,12.91,0
8,13,1071428,0,2,180,0,1,3.2,0.4,1
82,21,29879,2,1,1068,0,1,1.4,5.6,0
177,2,110,1,0,34,1,1,0.2,1.32,1
37,7,8,0,2,872,1,1,1.1,1.0,1
522,19,445,1,1,265,1,1,3.4,1.28,1
1618,5,16512,11,26,1291,1,1,3.0,4.7,0
551,42,100,22,7,1845,1,1,2.3,1.17,0
24,123,507,218,0,2846,1,0,4.3,8.1,0
58,38,114,12,0,381,0,1,1.0,0.05,1
379704,103,4214450,119,1,1532,1,1,1.2,8.63,0
239,38,4841,0,0,2293,1,1,2.5,3.25,0
212,9,37952,44,8,893,1,1,2.2,1.27,0
532,478,22146,0,9,1259,0,1,2.3,5.41,0
5544,77,1053179,1,19,592,1,1,0.7,0.94,0
304,170,45989,19,24,2266,1,1,3.0,8.14,0
4,1,1444,1,2,221,1,1,2.2,1.43,1
4,4,2409,18,0,646,0,0,0.0,0.53,1
83,542,14,3,3,109,1,0,2.3,0.01,1
238,5,275,1,1,49,0,1,0.3,1.93,1
9,4,1916,0,14,174,1,1,2.8,0.93,1
99,1,1873,4,4,43,0,1,2.8,2.76,1
26,18,3634,6,1,952,1,1,1.6,0.5,1
30522,4,70894,3,37,689,1,1,2.5,6.24,0
336,71,3374,42,23,2606,1,1,4.0,6.4,0
118,3,6619,1,0,178,1,0,4.4,1.92,1
193,28,1869,127,2,1163,1,1,1.9,4.04,0
74,369,3,19,1,108,0,1,3.6,0.31,1
18092,53,27384,8,8,1302,1,1,1.7,13.23,0
6170,46,79424,451,3,2075,1,0,6.4,15.0,0
1601,336,2104,1,10,2686,1,1,2.3,4.06,0
78,123,1323,10,0,124,1,1,0.7,1.67,1
7,1,21041,6,1,105,0,1,1.6,0.84,1
1544,13,21384,7,92,926,1,1,3.1,11.24,0
3099,2,122903,21,5,1334,1,1,2.6,3.77,0
5832,15,85713,65,15,2077,1,1,4.4,14.77,0
1380,67,112571,17,10,1792,0,1,1.1,12.06,0
104,132,4,3,0,349,0,1,1.8,1.69,1
523,172,1435,3,1,84,1,1,0.2,0.37,1
18,143,10,4,11,401,0,1,6.2,0.1,1
3661,47,18861,103,34,1207,0,1,2.7,15.0,0
66005,166,24957,3,8,2030,1,1,9.9,15.0,0
287,25,443087,9,31,454,1,1,4.0,9.66,0
17,5,108956,120,26,1757,1,0,1.6,7.72,0
1283,251,519,38,0,179,0,1,0.3,0.26,1
18427,23,139,9,9,30,1,1,0.3,15.0,0
1502,1,4419,5,1,376,1,0,0.8,3.59,1
91,13,237914,5,3,140,1,1,2.0,0.16,1
37,75,1453,6,2,764,0,1,1.3,0.71,1
363,33,3522,193,1,1525,1,1,4.1,12.5,0
1895,94,10002,21,44,1450,0,1,4.4,9.4,0
710,74,21105021,8,8,1405,1,1,4.1,15.0,0
365,5,72,68,0,87,1,1,5.7,1.0,1
15132,87,4040656,8,3,1946,1,1,0.9,5.88,0
80,319,100,2,7,1437,1,1,3.2,6.41,0
102,54,488610,66,6,2601,1,0,2.1,8.8,0
31,1,95,1,52,852,0,1,0.2,0.17,1
2479,4134,4291,122,4,1417,1,1,1.5,5.29,0
2845,12,802,55,119,3034,1,1,2.4,2.76,0
27,16,392,8,0,251,1,1,0.4,5.0,1
97562,20,9581,24,3,1251,1,1,13.5,2.66,0
28667,351,1213,22,15,1207,1,1,4.9,14.73,0
65,47,3357,7,14,148,0,0,1.8,2.65,1
3132,22,10363,84,1,2234,1,1,6.4,12.69,0
0,41,5957,0,2,99,1,1,3.1,2.17,1
1537,145,13061,2,6,30,1,1,0.7,0.1,0
0,1,2738,2,12,239,1,1,0.8,0.64,1
60,14,1383,124,18,1552,1,1,0.6,13.72,0
428,55,17441,1,0,442,1,0,2.8,0.92,1
35995,20,54341,7,35,624,1,1,2.8,3.6,0
3140,45,1704,0,1,83,0,1,1.6,3.4,1
3936,31,297203,14,125,740,1,1,0.5,4.86,0
97944,581,4173442,59,3,3212,1,1,2.1,8.42,0
17,12,924,10,0,903,1,0,5.2,5.0,1
477,59,37,0,0,120,0,1,0.1,1.13,1
50,20,212492,25,5,1522,1,1,11.5,14.62,0
3,18,16838,1,4,43,1,0,1.6,2.03,1
8066,130,258969,19,1,1905,0,1,1.8,1.11,0
10848,7,516,5,2,798,1,1,4.8,1.45,0
33085,200,9926,13,7,971,1,1,2.3,4.07,0
8061,90,1793,5,4,1829,1,1,0.7,11.12,0
6,1,117,9,0,156,1,1,5.2,1.25,1
14423,304,1563,4,1,1078,1,1,1.0,6.33,0
104,1,19087,20,37,91,1,0,0.5,2.38,1
1535,4,1344,0,8,1533,1,1,8.6,2.48,0
104,98,50552,76,58,1014,1,1,4.1,8.5,0
38932,83,630,33,23,1902,1,1,2.9,12.16,0
83951,661,872402,28,5,2085,1,1,1.4,8.59,0
12015,688,25096,323,36,1575,1,0,2.4,3.09,0
2,1,834,0,11,324,0,0,1.7,1.58,1
393,8,58,1,5,182,0,1,1.5,3.33,1
163,2,62,5,3,48,1,1,5.9,1.59,1
322,66,11358,17,14,30,1,1,0.4,4.86,0
55506,17,109,222,9,1886,1,0,2.7,12.19,0
90,469,322987,0,10,1099,1,0,3.8,1.83,0
62,9,415,8,4,66,0,1,3.0,5.0,1
117,22,12,2,0,146,1,1,0.2,1.7,1
41,169,100,4,7,3405,0,1,0.8,4.74,0
122,42,44952,1,6,1559,1,1,1.5,7.52,0
73,13,8,6,6,567,1,1,0.8,2.25,1
209,38,1620990,140,4,1338,1,1,3.7,11.52,0
58,301,519,4,1,103,0,1,4.4,0.32,1
54344,48,1803496,4,62,2212,1,1,3.0,4.83,0
25,12,8414,2,1,234,1,1,1.4,2.22,1
57178,13,3569,16,15,1358,1,1,4.3,9.51,0
141613,28,36183,16,1,1460,1,1,2.1,5.42,0
233,362,21896,26,2,1722,1,1,4.1,0.69,0
9388,10,8365,0,2,1681,1,1,4.6,13.15,0
346,25,1009,4,3,1158,1,0,0.1,3.47,1
2592,21,277361,20,18,704,0,1,4.1,1.23,0
617,6,19401,2,19,1442,1,1,1.7,5.34,0
68,23,601,2,2,23,0,1,3.2,2.77,1
170,15,24212,1,0,353,1,0,1.4,0.87,1
2,1,10,1,0,79,0,0,0.5,4.05,1
63,18,370,0,1,501,1,1,3.5,1.8,1
46,261,256346,0,0,200,0,0,0.6,1.22,1
3898,97,1291145,27,1,1884,1,1,8.4,5.35,0
32,2,10337,2,2,75,0,1,1.1,1.98,1
183964,17,5655,32,13,1883,1,1,2.7,9.25,0
58,1,9982,4,0,36,0,0,3.3,3.12,1
31,157,90857,19,0,30,1,1,1.6,10.12,0
1268,14,166038,19,5,1712,1,1,3.4,5.85,0
882,54,3879438,9,88,1592,1,1,1.1,2.98,0
729,238,70420,8,2,30,1,1,10.9,2.19,0
2742374,300,55862,27,9,2080,1,1,3.3,6.52,0
57995,58,444506,37,3,30,1,1,0.4,15.0,0
13,157,1340,13,0,485,0,1,1.5,0.83,1
32,36,5,13,1,11,0,0,0.0,0.23,1
20827,149,415542,13,5,942,1,1,2.1,14.64,0
54,16,3387,9,1,144,1,1,5.3,4.94,1
163,4,837,4,0,58,1,0,0.5,3.71,1
10470,29,11164,38,3,1324,1,1,1.5,6.12,0
1,6,9345,0,1,360,1,0,0.9,1.81,1
682,404,14930128,0,9,1629,1,0,3.7,11.76,0
143,568,736480,5,4,30,1,1,2.5,14.52,0
56,64,7929,135,35,2182,1,1,2.1,5.53,0
21,11,61,1,2,38,1,1,3.0,1.07,1
134,75,131238,19,13,909,1,1,17.3,15.0,0
39,1,2408,0,4,211,0,1,1.7,2.52,1
5150,14,3350,47,27,1917,1,1,3.1,1.68,0
264,576,16802,41,7,827,0,1,9.8,7.9,0
1130,16,214,4,18,1406,1,1,5.0,2.5,0
252,3,65,23,0,84,0,0,5.9,0.02,1
14,528,1552,1,0,335,0,1,0.4,1.24,1
2034,8,47546,14,5,2325,1,1,0.4,2.44,0
152,138,1170,19,0,123,1,1,5.2,4.2,1
2221,24,6687,24,9,2524,1,1,2.5,6.3,0
339,47,273,13,4,905,1,1,1.0,15.0,0
74,27,1688405,29,36,1026,1,0,2.3,5.27,0
1080,83,459,9,5,385,1,1,1.3,0.11,1
153,0,1,4,2,149,1,0,4.3,1.04,1
7375,134,848139,16,5,910,0,1,2.6,12.51,0
10023,22,95947,129,4,2621,1,1,3.3,15.0,0
3313,14,172,0,1,41,0,0,3.7,0.18,1
5,45,4455,5,2,128,1,1,5.2,0.23,1
136,29,12,0,5,54,0,0,0.2,0.69,1
25,73,771,2,0,62,1,1,2.2,1.3,1
37,2000,633,0,0,610,1,0,2.0,0.12,1
10300,64,453,0,11,1304,1,1,10.2,6.95,0
123,121,4235,68,42,2126,1,1,9.2,15.0,0
58,11,475,1,5,599,1,1,5.3,0.4,1
5,13,0,11,2,41,1,0,0.5,0.44,1
25749,146,3693,7,2,1057,1,1,1.3,4.45,0
364,44,77,0,1,157,0,1,1.9,0.02,1
1,16,16188,4,3,82,1,1,5.1,3.86,1
7,35,2,4,5,40,1,1,0.8,2.04,1
21,108,13405120,8,31,1694,1,1,0.5,3.52,0
49,22,1998,12,3,1450,1,0,0.9,4.8,0
1,44,483,1,0,508,0,0,2.4,1.3,1
65,4,1,2,0,10,0,0,5.0,1.14,1
1766,23,6535,134,21,1827,1,1,4.4,10.93,0
63,0,3203,1,2,295,0,1,2.9,1.05,1
132,6,34,24,2,203,0,1,4.5,1.98,1
1,12,758,9,1,104,0,0,0.4,1.68,1
19850,14,14237,215,4,1477,1,1,2.2,0.57,0
81734,17,11466,69,14,1620,1,1,6.9,8.26,0
3829,29,234,210,7,1224,1,1,1.9,1.52,0
202,38,28761,17,15,332,1,1,3.2,3.06,0
38,128,143083,9,3,1534,1,0,12.1,8.99,0
10,4,2225,0,17,104,1,1,0.6,2.11,1
1077,57,1509907,46,30,2608,1,1,7.5,0.86,0
213,44,1001,155,7,2003,1,1,1.0,8.7,0
255,960,154,11,4,949,1,1,2.8,2.76,0
1452,63,1622077,69,2,2124,0,1,2.2,8.06,0
623,13,521,1,21,570,0,1,5.9,0.1,1
12,1,12,1,2,788,0,1,0.3,0.89,1
98,57,1757,11,12,1063,1,1,3.2,10.42,0
34,3,1502,3,4,418,1,1,1.2,1.69,1
