connections,endorsements,recommendations,posts_per_month,profile_views,account_age_days,has_profile_pic,has_summary,has_experience,has_education,skills_count,mutual_connections,is_fake
40,1,1,0.9,5,494,1,0,0,1,1,0,1
121,3,0,0.3,64,117,1,0,0,0,6,12,1
97,99,1,2.7,99,329,1,1,1,1,5,21,0
2,12,1,2.1,42,12,0,1,1,0,4,2,1
97,18,0,12.0,67,2020,1,1,1,1,12,24,0
31,0,0,0.4,3,274,1,0,1,0,2,74,1
10,3,1,0.1,3,59,0,0,0,1,23,0,1
44,13,0,0.2,2,254,1,0,0,1,0,4,1
78,22,1,0.7,36,356,0,0,1,0,1,56,1
132,18,2,3.1,9,1581,1,1,1,1,5,122,0
317,22,1,4.6,39,1313,1,1,1,1,3,43,0
0,4,0,0.4,25,14,1,1,0,1,14,12,1
74,6,4,3.2,88,2023,1,1,1,0,7,30,0
100,0,3,0.3,55,311,1,0,1,0,3,6,1
96,42,2,1.8,14,1723,1,1,1,1,17,42,0
470,25,6,9.4,5,671,1,1,1,1,6,42,0
312,10,0,3.2,27,672,1,1,1,1,10,48,0
3,1,1,0.2,56,18,0,1,0,1,8,6,1
37,15,2,2.3,167,912,1,1,1,1,10,12,0
3,1,1,0.0,2,254,1,1,1,0,16,12,1
3,3,0,0.6,19,27,1,1,1,1,7,6,1
71,67,2,1.2,5,1017,1,0,1,1,15,8,0
58,1,1,0.3,69,32,0,0,0,0,1,8,1
57,20,4,4.2,101,2538,1,0,1,1,4,12,0
126,5,0,1.9,5,54,1,1,1,1,3,24,1
344,14,3,2.4,5,1350,1,1,1,1,3,14,0
162,48,2,1.8,58,761,1,1,1,0,4,11,0
1,19,1,0.9,16,275,1,0,0,0,0,132,1
1040,10,2,2.0,3,512,1,1,1,1,3,17,0
28,0,0,0.6,30,152,0,0,1,1,2,0,1
432,4,4,0.4,11,1780,1,1,1,1,3,15,0
256,8,5,1.5,8,1850,1,1,1,1,40,5,0
2132,47,3,2.0,71,629,1,1,1,1,14,13,0
51,8,2,0.9,3,1802,1,1,1,1,6,10,0
783,13,1,4.4,65,1111,1,0,1,1,5,68,0
139,30,4,7.3,3,252,1,1,1,1,15,4,0
1353,10,3,3.2,61,616,1,1,0,1,4,27,0
2850,3,2,2.9,10,1696,1,0,1,1,9,32,0
69,8,1,8.7,7,750,1,1,1,1,12,5,0
274,7,2,1.2,99,1289,1,0,1,1,5,17,0
2532,0,1,0.0,5,19,1,0,1,1,2,0,1
90,0,1,2.0,139,333,1,0,0,0,0,3,1
23,7,1,0.2,3,219,1,1,1,0,5,4,1
265,0,0,0.0,21,733,1,0,0,0,3,2,1
8,15,0,0.3,4,22,1,0,1,0,3,2,1
663,11,1,1.3,69,2472,1,1,1,1,10,64,0
243,11,2,3.6,61,861,1,1,1,1,3,68,0
5,7,1,0.1,1,21,1,0,1,1,4,0,1
191,10,2,2.0,48,2400,1,1,1,1,7,30,0
66,45,0,0.1,9,21,1,1,0,1,6,20,1
363,8,2,2.0,185,1628,1,1,1,1,3,159,0
16,2,1,0.3,1,215,1,0,1,0,2,2,1
812,8,3,1.2,28,741,1,1,1,1,9,20,0
641,7,4,3.2,39,789,1,0,0,1,16,11,0
36,1,1,0.0,182,466,1,0,1,1,11,5,1
632,11,3,2.8,34,1933,1,1,0,1,1,14,0
247,3,2,2.9,9,1921,1,1,1,0,7,8,0
520,8,1,0.0,49,2,1,0,1,0,1,1,1
341,4,2,4.6,5,873,1,1,1,0,4,44,0
205,53,2,2.3,22,1475,1,1,1,1,14,6,0
1069,54,4,10.4,49,907,1,1,0,1,18,17,0
283,0,1,1.2,27,39,1,0,0,1,20,0,1
2,28,0,0.0,57,141,1,1,1,1,5,9,1
523,18,4,10.8,23,1719,1,1,0,1,4,5,0
112,3,0,1.1,54,5,0,0,1,1,1,2,1
11,1,0,0.0,85,64,1,1,0,0,12,11,1
101,21,3,1.9,69,1430,1,1,1,1,4,12,0
261,18,3,4.8,67,1831,1,1,0,1,10,21,0
433,2,6,2.2,391,1048,1,0,1,1,11,5,0
354,7,0,0.2,26,20,1,1,0,1,2,1,1
97,14,4,4.1,14,117,1,1,1,1,7,52,0
83,37,5,6.4,100,1037,1,1,0,1,21,34,0
163,4,3,0.9,36,743,1,0,1,1,11,24,0
161,5,3,1.2,118,1244,1,1,1,1,6,50,0
11,4,0,0.5,6,587,1,0,1,0,1,5,1
114,5,1,0.1,6,152,1,0,0,1,3,7,1
35,0,0,0.5,103,59,1,1,1,1,0,11,1
460,20,2,4.2,25,902,1,1,0,1,7,5,0
212,16,1,2.3,35,188,1,0,1,1,5,65,0
419,13,1,2.1,8,58,0,0,1,1,8,11,1
226,5,0,4.6,59,2037,1,1,1,1,8,78,0
623,3,3,3.1,8,1508,1,1,1,1,10,33,0
289,3,4,2.2,65,1519,1,1,1,1,45,12,0
13,13,1,0.1,3,287,1,1,0,1,0,20,1
780,6,1,0.5,47,1242,1,1,1,1,6,171,0
527,19,2,2.7,8,1104,1,1,1,0,5,28,0
21,1,2,0.7,2,21,0,0,0,1,2,3,1
256,20,4,4.3,97,882,1,1,1,1,4,47,0
335,0,1,0.1,27,53,1,1,0,1,11,1,1
115,15,1,4.8,8,1435,1,1,1,1,3,12,0
850,31,6,2.6,42,846,1,0,1,1,5,6,0
202,21,3,5.2,379,811,1,0,1,1,17,105,0
201,17,4,2.0,212,1335,1,1,1,1,8,176,0
78,6,5,0.8,97,1551,1,1,1,1,9,17,0
70,1,2,2.2,136,1823,1,1,1,1,5,33,0
303,5,6,4.0,38,1593,0,1,1,1,30,253,0
0,9,0,1.1,21,325,1,0,0,1,2,2,1
97,1,1,0.8,0,28,1,1,1,0,3,1,1
329,9,2,4.1,40,1370,1,1,1,1,6,11,0
169,13,3,4.5,147,439,1,1,1,1,10,17,0
204,1,1,0.2,5,498,1,0,0,1,1,11,1
276,22,1,1.4,116,1013,0,1,1,1,10,21,0
80,9,3,0.5,404,2211,1,1,1,1,9,27,0
18,0,0,0.2,15,128,1,1,1,1,1,1,1
511,0,0,0.8,56,81,1,1,1,1,0,50,1
9,5,0,0.1,10,531,1,0,1,1,1,23,1
174,1,2,1.2,108,9,1,0,0,1,0,8,1
126,18,2,3.9,90,160,1,1,1,1,8,20,0
205,5,2,1.1,221,741,1,1,1,1,15,42,0
208,11,1,2.6,54,65,1,1,1,1,3,139,0
12,6,0,1.1,54,576,0,0,0,1,1,3,1
356,12,3,1.5,8,1088,1,1,1,1,5,28,0
213,21,4,4.8,34,30,1,0,1,1,4,40,0
398,8,5,0.9,166,442,1,1,1,0,19,132,0
188,3,3,4.5,16,1907,1,1,1,1,20,33,0
145,20,6,2.1,48,2085,1,0,1,1,9,127,0
260,61,2,2.4,60,1164,1,1,1,1,8,22,0
124,11,4,1.1,16,1103,1,0,1,1,2,6,0
913,10,7,2.7,102,1194,1,1,1,1,12,5,0
328,44,4,2.6,98,913,0,1,1,0,3,107,0
118,45,7,2.6,31,1335,0,1,1,1,26,51,0
195,46,1,3.4,11,1084,1,1,1,1,11,24,0
20,1,1,0.0,10,587,1,0,1,1,7,12,1
45,1,1,0.1,1,70,0,1,1,1,2,1,1
21,1,0,1.1,3,170,1,1,1,1,3,2,1
218,22,1,4.9,134,1338,1,1,1,1,21,97,0
4,2,0,0.3,15,75,0,0,0,0,3,2,1
257,14,6,1.6,75,1618,1,1,1,1,8,35,0
449,56,4,1.9,66,2009,1,0,1,1,5,37,0
4,2,1,0.1,34,19,1,1,1,1,8,5,1
299,85,2,3.3,74,1847,1,1,1,1,5,22,0
126,3,5,1.0,14,646,1,0,1,1,8,8,0
635,6,1,0.8,319,1072,1,1,1,1,8,25,0
311,51,4,6.3,85,1586,1,1,1,1,2,2,0
29,4,0,1.0,3,261,1,0,1,1,11,2,1
190,23,7,8.5,72,878,1,1,1,1,2,19,0
324,5,2,8.9,85,2195,1,1,1,1,7,19,0
122,4,1,2.6,4,500,1,1,1,0,2,10,0
83,5,0,0.1,9,135,1,0,1,0,4,6,1
12,2,0,0.2,38,243,1,1,0,0,2,8,1
263,25,1,1.9,69,906,1,1,1,1,10,6,0
296,15,4,2.1,81,747,1,0,1,1,11,7,0
250,13,5,3.2,68,1516,1,0,1,1,6,35,0
106,27,3,0.9,33,1846,1,1,0,1,9,24,0
91,4,3,1.7,76,1637,1,1,1,1,10,2,0
8,12,1,0.7,14,62,0,1,1,1,1,4,1
21,2,0,0.2,12,46,1,0,0,0,5,10,1
192,3,1,0.2,13,130,0,0,1,1,6,23,1
242,9,0,0.2,71,76,1,0,0,0,24,1,1
270,7,5,4.0,6,1364,1,1,1,1,6,29,0
168,3,3,0.1,72,17,1,0,1,0,5,6,1
196,19,1,2.3,150,1576,1,1,1,0,9,42,0
108,1,1,0.6,29,547,1,0,1,1,4,0,1
33,57,2,9.5,268,2628,1,1,1,1,13,4,0
33,4,0,0.5,32,558,1,0,1,1,2,1,1
844,14,2,7.0,244,1608,1,1,1,1,7,7,0
375,32,5,2.0,50,30,0,1,1,1,8,60,0
7,4,0,0.5,12,351,1,0,0,1,1,5,1
223,15,2,2.0,80,1301,1,1,1,1,4,16,0
177,17,2,2.1,12,30,1,1,1,1,1,54,0
46,5,0,0.7,3,5,1,1,1,0,4,1,1
337,38,3,1.6,28,889,1,1,1,1,5,158,0
316,29,2,5.0,269,879,1,0,1,1,2,14,0
265,12,4,8.8,3,1555,0,1,1,1,11,47,0
338,9,3,8.7,14,512,1,0,1,0,13,45,0
530,14,4,2.0,128,849,1,1,1,1,16,34,0
17,1,0,0.2,6,236,1,0,0,1,15,4,1
19,9,0,0.4,39,512,0,0,1,0,3,1,1
2,50,1,0.9,17,407,1,0,1,1,2,47,1
138,13,0,1.1,10,12,0,0,0,1,4,16,1
87,8,2,3.6,44,1386,1,1,1,1,50,57,0
70,1,0,0.1,6,230,1,0,1,0,4,1,1
58,10,3,0.5,230,615,1,1,1,1,3,46,0
25,8,1,0.3,100,251,1,1,0,1,0,0,1
710,45,2,2.6,24,633,1,1,1,1,10,14,0
29,8,0,1.5,30,156,1,1,1,0,2,4,1
252,2,1,0.0,104,28,0,0,0,0,1,16,1
219,27,3,2.7,151,2255,1,1,1,1,9,62,0
121,37,3,0.7,100,1415,1,1,1,0,5,65,0
58,8,1,0.3,62,262,1,0,1,1,6,8,1
50,4,0,1.0,16,198,0,1,1,1,4,1,1
134,8,1,0.9,12,1554,1,1,1,1,4,31,0
4,5,0,1.2,0,242,0,0,1,1,1,3,1
8,5,0,0.3,55,84,1,1,1,1,2,39,1
246,20,0,0.1,8,525,1,1,1,0,7,0,1
490,19,0,3.9,213,1048,1,1,1,1,2,58,0
179,10,4,1.5,11,2380,1,1,1,0,6,37,0
38,19,1,0.0,2,196,0,0,1,0,1,0,1
400,1,4,5.1,67,1432,1,0,1,1,15,27,0
25,5,0,0.4,33,293,0,0,0,1,1,8,1
355,6,3,4.6,9,2066,1,1,1,0,13,54,0
1826,21,3,0.5,316,1285,1,1,1,0,14,27,0
372,50,1,0.1,2,119,1,0,1,1,7,47,1
923,35,1,1.7,19,236,1,1,1,1,8,14,0
6,5,0,0.6,4,279,1,0,1,0,0,2,1
32,0,0,0.3,4,563,1,0,0,0,4,4,1
7,2,0,0.6,9,281,0,0,0,0,13,26,1
229,72,4,1.9,19,1625,1,1,1,1,10,56,0
415,18,1,5.0,17,1232,1,1,1,1,4,25,0
143,3,1,0.0,80,40,1,1,0,0,15,22,1
72,5,1,0.6,18,1485,1,1,1,1,2,113,0
2145,14,2,2.3,168,1637,1,1,1,1,4,9,0
105,12,4,1.0,144,1505,1,1,1,1,40,13,0
28,13,1,1.2,17,1446,1,1,1,1,6,46,0
78,2,0,0.0,84,86,0,0,1,1,1,12,1
199,0,1,0.1,7,93,1,0,1,1,1,4,1
804,7,1,3.4,60,1472,1,0,1,1,2,37,0
726,18,2,3.3,7,742,1,1,1,1,5,19,0
8,0,1,0.5,3,515,1,1,1,0,2,4,1
16,2,1,1.6,5,190,1,1,0,1,0,4,1
28,5,1,0.6,12,406,0,0,0,0,1,1,1
16,23,0,0.4,6,224,0,0,1,0,0,0,1
1120,1,3,6.4,129,622,1,1,1,1,6,10,0
39,11,1,0.8,5,1555,0,1,1,1,13,48,0
263,23,5,0.8,345,1301,1,0,1,1,2,46,0
548,78,4,6.0,105,30,1,1,0,1,9,78,0
294,7,2,1.6,36,134,1,0,1,1,16,9,0
5,0,1,0.6,20,73,0,0,1,1,3,1,1
227,13,2,5.3,64,1601,1,1,1,1,6,9,0
46,0,1,0.1,17,210,0,0,0,1,2,1,1
107,21,2,2.0,92,483,1,1,1,1,4,27,0
324,8,4,1.9,40,1949,1,1,1,1,19,1,0
2042,6,1,3.2,143,1989,1,1,1,0,13,12,0
6,4,0,0.5,10,25,1,1,1,1,1,2,1
140,0,1,0.0,7,50,1,0,0,1,0,3,1
81,2,5,0.8,41,1484,1,1,1,1,6,11,0
410,99,1,1.6,303,2617,1,1,1,1,6,15,0
121,18,4,7.0,26,1780,1,1,1,0,2,15,0
3,2,1,0.2,18,91,1,0,1,1,1,25,1
124,23,4,1.9,166,1222,0,0,0,1,1,41,0
2,5,1,0.8,90,57,0,1,1,1,1,3,1
301,20,3,3.6,23,700,1,1,1,1,17,2,0
197,17,2,1.3,176,1799,1,1,1,0,16,11,0
104,2,4,1.6,32,1350,1,1,1,1,5,6,0
333,8,0,4.2,35,1285,1,1,0,1,14,20,0
782,4,1,9.1,123,1560,1,1,1,1,3,4,0
6,3,1,0.5,6,224,1,1,0,1,2,2,1
253,17,4,2.4,22,1145,1,1,1,1,1,9,0
393,2,1,0.8,22,1663,1,1,1,1,5,16,0
324,14,2,3.1,17,320,1,1,1,1,1,10,0
393,99,2,3.9,33,1699,1,1,1,1,13,151,0
80,7,1,0.8,9,105,1,0,0,0,4,0,1
109,3,0,0.2,272,322,1,1,1,0,3,3,1
1411,45,2,5.3,78,1065,1,1,1,1,12,22,0
32,3,1,0.9,10,73,1,0,0,1,1,9,1
8,1,0,0.0,77,93,1,0,0,1,2,3,1
126,11,4,6.6,23,1588,1,0,1,1,11,6,0
50,2,0,0.9,4,434,0,0,1,0,2,6,1
235,1,2,2.3,28,851,1,1,1,1,6,14,0
35,1,1,0.4,8,131,1,1,0,1,3,0,1
59,22,0,4.3,186,985,1,1,1,1,6,4,0
249,7,7,0.7,29,306,1,1,1,1,5,7,0
2084,3,5,5.0,53,1182,1,1,1,1,7,13,0
4,5,0,0.2,6,152,1,1,1,1,0,10,1
1437,21,5,1.3,69,2448,1,0,0,1,8,13,0
632,17,4,4.1,14,1241,1,1,1,1,6,23,0
230,10,2,1.4,38,1874,1,1,1,1,5,3,0
1342,15,3,7.4,72,1176,1,0,1,1,4,8,0
114,0,0,0.1,10,581,1,0,1,0,1,10,1
359,31,5,1.9,109,881,1,1,1,1,21,23,0
65,15,3,2.0,112,1864,1,1,0,1,6,135,0
21,2,1,0.6,2,143,0,0,1,1,1,24,1
48,51,4,1.1,106,1268,1,1,1,1,3,27,0
3715,17,4,6.0,28,714,1,1,1,1,4,12,0
131,0,1,0.2,7,141,1,0,1,0,7,9,1
107,14,3,2.9,68,600,1,1,1,1,3,21,0
346,15,5,1.7,21,1424,1,1,1,1,11,4,0
154,36,2,2.4,29,1461,1,1,1,1,11,15,0
132,30,2,1.5,64,30,1,1,1,1,1,22,0
5,0,0,0.3,137,274,0,1,0,1,1,33,1
236,18,2,5.2,18,499,1,1,1,1,8,15,0
215,2,3,4.5,15,82,1,0,1,1,2,8,0
38,6,0,0.1,3,300,0,1,0,0,6,4,1
110,20,3,4.8,50,1171,1,1,1,1,5,3,0
3300,31,5,2.0,51,1390,1,1,1,1,8,12,0
65,2,0,0.3,148,14,1,0,0,1,6,4,1
133,8,1,3.7,10,688,1,1,1,1,27,12,0
25,1,0,0.3,18,380,1,0,1,1,0,3,1
86,12,1,1.2,57,9,1,0,1,1,0,0,1
130,10,4,10.1,9,820,1,1,1,1,7,6,0
274,0,0,0.2,33,153,0,1,1,1,5,0,1
104,2,2,1.2,17,316,0,0,1,1,1,36,1
49,1,1,1.2,18,105,1,0,0,1,2,0,1
128,5,1,0.0,2,181,1,0,0,1,0,9,1
139,2,0,0.2,4,562,1,1,1,1,1,1,1
376,37,2,1.2,50,758,1,1,1,1,6,25,0
18,0,0,0.1,27,797,1,0,1,0,2,5,1
144,18,2,1.5,8,1683,1,0,1,1,7,9,0
127,12,0,1.5,53,1330,1,1,1,1,8,7,0
184,7,1,1.9,31,717,1,1,0,1,16,18,0
1253,13,2,9.1,67,886,1,1,1,0,10,29,0
9,0,0,0.7,6,19,0,0,1,0,3,0,1
90,20,2,3.8,163,1919,1,1,1,1,11,5,0
59,5,3,0.8,37,1343,1,1,1,1,3,14,0
262,10,4,0.6,95,2052,1,1,0,0,10,9,0
523,4,1,1.6,242,1592,1,1,1,1,3,9,0
15,4,0,0.5,116,666,0,0,0,1,0,33,1
259,46,5,9.6,10,770,1,1,1,1,4,35,0
598,3,3,1.8,24,811,1,0,1,1,16,23,0
654,4,3,8.1,100,473,1,1,1,1,5,16,0
39,9,3,0.4,49,43,1,1,1,1,5,4,1
41,5,1,1.2,3,8,0,1,0,1,8,16,1
4,1,0,0.9,54,632,1,0,1,0,7,2,1
92,7,2,5.2,14,743,1,1,1,1,11,152,0
381,1,0,0.2,3,300,0,0,1,1,0,8,1
155,9,2,7.4,348,1697,1,1,1,1,8,66,0
478,13,2,1.6,53,2178,1,1,0,1,16,14,0
505,16,0,5.2,24,1558,1,1,1,1,9,21,0
111,5,2,2.5,48,1659,1,0,0,0,2,39,0
159,5,3,0.4,111,520,1,1,1,1,14,147,0
12,5,0,0.1,42,135,0,1,1,0,0,0,1
127,23,4,0.9,16,1229,1,1,1,1,6,200,0
8,8,0,0.4,9,19,1,0,0,1,1,4,1
10,2,2,0.0,5,161,0,1,0,0,3,12,1
199,5,3,3.6,63,896,1,1,1,1,1,7,0
47,3,1,0.1,113,20,1,0,1,1,1,6,1
125,17,6,1.3,16,1509,1,1,1,1,9,3,0
87,11,4,1.5,90,1062,1,1,1,1,6,15,0
92,2,8,4.9,117,1364,1,1,1,0,10,18,0
3,2,0,0.8,18,243,1,0,1,0,30,5,1
12,0,0,0.7,93,126,1,1,0,0,5,11,1
208,14,2,1.5,43,1368,1,1,1,1,8,13,0
149,5,2,3.9,844,1434,1,1,1,1,3,22,0
409,22,5,2.7,21,783,1,1,1,1,18,14,0
79,5,2,3.9,103,1602,1,0,1,1,11,9,0
0,2,0,0.3,8,49,0,1,0,1,6,27,1
19,1,0,2.9,214,173,1,0,0,1,1,4,1
681,4,5,5.2,48,800,1,1,1,1,7,125,0
641,45,4,1.6,448,1511,1,1,0,1,6,56,0
13,13,1,0.0,9,256,1,0,1,0,3,15,1
70,1,0,0.2,5,68,0,1,0,0,0,4,1
179,9,2,1.3,6,1572,1,1,1,1,12,44,0
7,5,1,0.3,4,133,0,1,0,0,1,6,1
157,4,2,7.1,16,829,1,1,1,1,11,13,0
799,5,1,0.4,25,243,1,1,0,1,2,5,1
1949,3,1,3.7,4,106,0,1,0,1,22,8,0
1115,2,1,0.6,4,34,1,0,1,0,1,26,1
482,7,0,2.1,30,1494,1,0,0,1,11,22,0
24,7,0,0.5,8,50,1,1,1,0,1,9,1
188,1,5,2.3,138,703,1,1,1,1,21,73,0
143,3,2,0.2,21,4,1,0,0,1,3,11,1
333,20,5,0.5,81,1390,1,1,1,0,6,9,0
109,12,2,2.8,89,1678,1,1,1,1,8,12,0
394,18,4,3.4,423,1356,1,1,1,1,19,20,0
181,0,1,0.4,44,533,0,1,1,0,1,1,1
56,52,4,0.6,15,1287,1,1,1,1,6,53,0
741,21,1,1.4,475,841,1,1,1,1,4,4,0
317,14,6,2.8,14,1608,1,1,1,1,4,48,0
1414,37,2,5.0,4,911,1,1,1,1,4,7,0
466,6,2,0.7,21,1544,0,1,0,1,2,42,0
128,8,3,6.2,11,1366,1,1,1,1,14,31,0
5,8,0,0.3,738,116,1,0,0,1,11,1,1
0,3,0,0.7,44,51,0,1,1,0,2,1,1
20,4,0,1.1,9,474,0,1,1,1,4,2,1
2,10,0,0.5,7,359,0,1,0,1,0,3,1
33,4,0,0.3,9,157,1,0,0,0,7,1,1
41,5,1,0.7,2,254,1,0,1,0,0,2,1
212,1,0,1.3,25,170,0,0,1,1,5,17,1
68,17,4,2.2,99,1189,1,1,1,1,6,12,0
110,31,4,1.1,27,1779,1,1,1,0,23,6,0
51,2,1,0.3,16,149,1,1,1,1,0,14,1
239,15,4,0.6,59,1606,1,1,1,1,9,19,0
11,0,0,0.7,37,905,0,0,1,0,1,25,1
364,49,4,1.8,41,1436,1,1,1,1,12,67,0
155,31,3,7.4,751,1839,1,1,1,1,3,3,0
48,9,3,1.8,61,724,1,1,1,1,7,8,0
290,0,1,0.0,29,107,1,1,0,1,6,21,1
9,0,0,0.2,81,97,1,0,0,0,4,65,1
294,2,0,1.5,46,930,1,1,1,1,10,8,0
166,8,1,1.5,246,310,1,1,1,1,7,63,0
440,69,1,3.9,23,1499,1,1,1,1,4,6,0
243,4,3,0.3,17,1013,1,1,1,0,2,7,0
68,1,0,0.2,4,105,0,1,0,0,1,0,1
9,0,0,0.5,99,284,1,1,1,0,10,5,1
60,0,1,0.0,8,151,0,0,0,1,4,4,1
315,3,2,2.3,353,1385,1,1,0,1,8,6,0
236,56,1,15.2,90,580,1,1,1,1,10,237,0
297,27,3,6.5,154,2195,1,1,1,1,6,19,0
186,5,6,1.1,4,1364,1,1,1,1,11,69,0
2,0,0,1.5,35,62,1,1,1,1,4,7,1
269,6,4,6.5,16,1601,1,1,1,1,7,22,0
4,7,0,0.1,34,82,1,1,1,1,7,0,1
46,10,0,0.3,8,290,1,1,1,1,2,9,1
5,3,0,2.2,24,26,1,1,1,0,3,3,1
359,13,3,10.2,37,1506,1,1,0,1,5,23,0
256,19,2,7.0,22,1091,1,0,1,1,17,5,0
266,7,2,6.5,8,1000,1,0,1,1,6,79,0
52,7,1,1.9,22,267,1,1,0,1,20,22,1
490,6,4,8.2,132,2195,1,1,1,1,7,10,0
126,18,4,2.1,59,1027,1,0,1,0,4,17,0
42,10,3,0.5,287,258,1,1,1,1,3,38,0
350,3,0,0.1,773,109,0,0,1,1,2,10,1
1143,4,6,2.1,113,2242,1,0,1,1,2,9,0
3207,22,4,6.6,83,587,1,1,1,1,6,1,0
6,0,0,0.5,33,229,0,1,1,0,0,12,1
75,19,2,0.5,47,2282,1,1,1,1,3,13,0
105,22,5,0.6,56,1416,1,1,1,1,6,51,0
338,3,3,0.7,65,333,1,1,1,1,2,7,0
45,20,4,2.4,55,1211,1,1,1,1,12,5,0
586,0,1,0.4,494,550,0,0,1,1,2,1,1
636,16,1,4.5,19,1056,1,1,1,1,24,10,0
1,3,0,0.1,1,35,0,0,0,0,0,8,1
49,35,2,3.9,25,1574,1,1,1,1,6,9,0
4,9,0,0.1,0,19,1,0,0,1,3,1,1
401,24,6,4.3,26,751,1,0,1,1,7,41,0
9,22,0,1.0,33,36,0,0,1,1,20,5,1
188,8,4,2.4,31,1700,1,1,1,1,9,149,0
44,8,4,8.7,82,1377,1,1,0,1,4,15,0
296,17,3,7.0,424,30,1,1,1,1,5,17,0
52,2,0,0.7,79,301,1,0,1,0,12,10,1
106,4,1,4.0,419,1426,1,1,1,1,6,55,0
13,0,0,0.0,5,14,1,1,1,1,4,127,1
556,10,4,1.5,46,2352,1,1,1,1,27,52,0
649,15,3,0.8,27,566,1,1,1,0,4,6,0
231,48,3,3.3,8,169,1,1,1,1,15,134,0
463,9,3,4.3,78,30,1,0,0,1,5,10,0
38,3,0,0.2,3,204,0,1,1,1,6,4,1
41,17,1,4.6,421,2294,1,1,1,1,5,10,0
134,2,2,0.1,9,97,1,1,0,1,1,4,1
298,6,4,2.3,299,1370,1,0,1,1,4,9,0
140,14,0,2.5,82,30,1,1,1,1,5,12,0
150,16,2,3.6,53,1532,1,1,1,1,9,4,0
345,29,3,3.8,98,1309,1,1,1,0,5,34,0
231,5,4,1.3,2,1673,1,1,1,1,5,89,0
2,4,0,0.7,56,81,1,0,0,1,0,1,1
110,8,0,0.7,0,79,1,0,1,1,0,8,1
50,0,0,0.2,9,45,1,0,0,0,2,0,1
176,4,4,13.4,151,985,1,0,1,1,6,103,0
208,11,3,1.8,146,1249,1,1,1,1,10,4,0
165,18,2,2.4,43,1244,1,1,1,1,2,5,0
49,6,0,1.2,5,224,1,0,1,0,2,2,1
8,0,1,0.4,2,69,1,1,1,1,29,0,1
190,30,0,2.2,42,1946,1,1,1,1,11,43,0
273,18,4,6.7,103,1548,1,1,1,1,3,10,0
1,9,1,0.1,4,141,0,0,1,0,1,1,1
265,3,4,1.0,57,1837,1,1,0,1,11,164,0
11,0,0,1.1,298,409,1,0,0,0,6,1,1
298,21,1,4.3,456,89,1,1,1,1,5,173,0
292,1,0,0.1,2,155,0,0,1,0,1,4,1
503,5,4,2.0,110,1436,1,1,1,1,3,9,0
1260,18,0,1.3,52,1058,1,1,1,1,5,10,0
604,11,4,5.6,3,2148,1,1,1,1,11,19,0
433,15,3,8.4,32,1156,1,1,1,1,11,140,0
80,1,2,0.7,485,7,1,0,1,0,4,21,1
1133,15,2,3.5,11,1279,0,1,0,0,5,52,0
358,6,1,2.9,47,1455,1,1,1,1,11,7,0
15,1,1,0.1,25,539,0,0,0,0,1,0,1
169,11,1,0.4,80,2442,1,1,1,1,2,15,0
105,2,1,0.3,39,237,0,0,1,1,4,3,1
436,7,2,9.4,32,339,1,1,1,1,10,35,0
9,10,1,0.0,19,263,1,0,0,1,4,13,1
284,22,3,4.4,53,1571,1,1,1,1,12,82,0
34,16,0,0.4,5,516,0,1,0,1,30,4,1
180,6,3,2.7,640,1844,1,1,1,1,6,48,0
34,4,2,0.0,14,252,0,1,1,1,2,4,1
332,4,5,7.0,22,1252,1,1,1,1,6,13,0
427,4,0,1.5,9,1578,1,1,1,1,4,25,0
496,16,2,8.1,60,30,1,1,1,1,13,34,0
110,6,5,2.6,78,2332,1,1,1,1,12,22,0
578,4,5,5.2,8,2055,1,1,1,1,4,3,0
460,16,4,1.4,29,772,1,1,1,0,23,16,0
2,3,0,0.1,134,219,1,1,1,1,4,2,1
19,0,0,1.5,19,182,0,0,1,1,3,1,1
283,12,6,1.5,169,1176,1,0,1,1,7,38,0
1537,4,3,4.5,28,1339,1,1,0,1,5,27,0
165,12,1,3.3,65,546,1,1,1,0,7,61,0
333,10,6,5.7,183,1323,1,1,1,1,16,34,0
7,1,1,1.5,26,4,1,1,1,1,4,1,1
74,35,2,3.8,156,2103,1,1,1,1,3,25,0
197,2,4,2.6,56,1489,1,1,1,1,15,84,0
87,33,3,3.5,45,868,1,0,1,1,3,17,0
8,2,3,0.0,10,20,0,1,1,0,0,1,1
54,22,3,2.5,41,2264,1,1,1,1,12,2,0
258,2,0,0.4,1,275,1,0,0,0,1,6,1
1550,1,5,4.5,75,1896,1,1,1,1,7,31,0
198,5,3,4.1,49,795,1,0,1,1,5,27,0
238,15,3,3.5,16,385,1,1,1,1,6,29,0
215,23,0,0.3,9,106,1,1,0,0,1,9,1
163,0,1,0.2,0,78,0,1,1,1,0,1,1
1309,8,4,3.2,18,1187,1,1,1,1,3,11,0
22,1,0,1.8,12,274,1,0,0,0,4,5,1
231,9,2,1.4,11,220,1,1,1,1,8,106,0
77,15,2,5.1,97,1851,1,1,1,1,14,29,0
202,7,3,1.3,82,843,1,1,1,1,8,6,0
14,2,0,0.2,5,33,1,1,0,0,1,4,1
37,30,1,0.0,21,132,1,1,0,0,3,1,1
669,12,4,7.1,143,932,1,1,1,1,11,217,0
1071,7,3,1.2,201,1809,1,1,1,1,16,7,0
13,1,1,0.4,5,9,1,0,0,0,8,7,1
